data_source,mean,std,count
All,0.6778346765488489,0.00808100588603589,5
All And Medical And Content,0.6737956717774829,0.0546342894583726,5
All And Medical,0.66642979611714,0.04438792790884233,10
Non Medical,0.6530317090307852,0.04643216291296043,5
Content,0.6459202317290552,0.07139381072586451,5
Medical And Content,0.6169397595868185,0.07379617706265228,5
Medical,0.5886466205044554,0.022510665960829693,5
